anschrift_vor_google;anschrift_google;google_status;partial_match
neufertstrasse neufertstrasse, 14059 berlin;Neufertstraße, 14059 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
am grabensprung 56, 12683 berlin;Grabensprung 56, 12683 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;True
virchowstrasse 7, 10249 berlin;Virchowstraße 7, 10249 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
virchowstrasse 6, 10249 berlin;Virchowstraße 6, 10249 Berlin, Deutschland;OK;False
streitstrasse 23, 13587 berlin;Streitstraße 23, 13587 Berlin-Bezirk Spandau, Deutschland;OK;False
lehrter strasse 68, 105 berlin;Lehrter Str. 68/105, 10557 Berlin, Deutschland;OK;False
schlangenbader strasse 27, 14197 berlin;Schlangenbader Str. 27, 14197 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
britzer damm 99, 12347 berlin;Britzer Damm 99, 12347 Berlin-Bezirk Neukölln, Deutschland;OK;False
hermann-hesse-strasse 80, 13156 berlin;Paul-Zobel-Sportplatz, Hermann-Hesse-Straße 80, 13156 Berlin-Bezirk Pankow, Deutschland;OK;False
am ried 1, 13467 berlin;Am Ried 1, 13467 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
erich-kurz-strasse 9, 10319 berlin;Erich-Kurz-Straße 9, 10319 Berlin, Deutschland;OK;False
köpenicker strasse 172, 10999 berlin;Köpenicker Str. 172, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
köpenicker strasse 172, 10623 berlin;Köpenicker Str. 172, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
adalbertstrasse 95a, 10999 berlin;Adalbertstraße 95A, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
adalbertstrasse 95 a, 10999 berlin;Adalbertstraße 95A, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
florastrasse 4, 13187 berlin;Florastraße 4, 13187 Berlin-Bezirk Pankow, Deutschland;OK;False
heerstrasse 12-14, 14052 berlin;Heerstraße 12-14, 14052 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
heerstrasse 12-14, 14502 berlin;Heerstraße 12-14, 14052 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
ebereschenallee 28, 14050 berlin;Ebereschenallee 28, 14050 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
hansastrasse 16, 13347 berlin;Hansastraße 16, 13409 Berlin, Deutschland;OK;False
hansastrasse 16, 13409 berlin;Hansastraße 16, 13409 Berlin, Deutschland;OK;False
maikäferpfad 36, 14055 berlin;Maikäferpfad 36, 14055 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
ostpreussendamm 85 b, 12207 berlin;Ostpreußendamm 85B, 12207 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
ostpreussendamm 85b, 12207 berlin;Ostpreußendamm 85B, 12207 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
hatzfeldtallee 29, 13509 berlin;Hatzfeldtallee 29, 13509 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
hatzfeldallee 29, 13509 berlin;Hatzfeldtallee 29, 13509 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
postfach 37 02 24, 14132 berlin;Berlin, Deutschland;OK;True
postfach 370224, 14132 berlin;Berlin, Deutschland;OK;True
ystader strasse 9, 10437 berlin;Ystader Str. 9, 10437 Berlin-Bezirk Pankow, Deutschland;OK;False
postfach 350553, 10214 berlin;Berlin, Deutschland;OK;True
genter strasse 56, 13353 berlin;Genter Str. 56, 13353 Berlin, Deutschland;OK;False
c/o vista ggmbh, donaustrasse 38, 12043 berlin;Donaustraße 83, 12043 Berlin-Bezirk Neukölln, Deutschland;OK;True
helen-keller-weg 11, 13587 berlin;Helen-Keller-Weg 11, 13587 Berlin-Bezirk Spandau, Deutschland;OK;False
reuterstrasse 52, 12047 berlin;Reuterstraße 52, 12047 Berlin-Bezirk Neukölln, Deutschland;OK;False
eldenaer strasse 44, 10247 berlin;Eldenaer Str. 44, 10247 Berlin-Bezirk Pankow, Deutschland;OK;False
eldenaerstrasse 44, 10247 berlin;Eldenaer Str. 44, 10247 Berlin-Bezirk Pankow, Deutschland;OK;False
breite strasse 23, 13187 berlin;Breite Str. 23, 13187 Berlin-Bezirk Pankow, Deutschland;OK;False
eschershauser weg 17k (c/o gabriele schulze), 14163 berlin;Eschershauser Weg 17K/c o, 14163 Berlin, Deutschland;OK;True
postfach 510640, 13366 berlin;Berlin, Deutschland;OK;True
sandhauser strasse 137-139, 13503 berlin;Sandhauser Str. 137, 13503 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
hobrechtstrasse 63, 12047 berlin;Hobrechtstraße 63, 12047 Berlin-Bezirk Neukölln, Deutschland;OK;False
am grossen wannsee 22-26 , 14109 berlin;Am Großen Wannsee 22-26, 14109 Berlin, Deutschland;OK;False
am grossen wannsee 22-26, 14109 berlin;Am Großen Wannsee 22-26, 14109 Berlin, Deutschland;OK;False
am grossen wannsee 22-36, 14109 berlin;Am Großen Wannsee 22, 14109 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
janusz-korczak-strasse 25, 12627 berlin;Janusz-Korczak-Straße 25, 12627 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
eisenacher strasse 62, 12629 berlin;Eisenacher Str. 62, 12629 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
rollbergstrasse 70, 12053 berlin;Rollbergstraße 70, 12053 Berlin-Bezirk Neukölln, Deutschland;OK;False
waldemarstrasse 118, 10997 berlin;Waldemarstraße 118, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
potsdamer chaussee 61 a, 14109 berlin;Parkplatz, Potsdamer Ch 61A, 14109 Berlin, Deutschland;OK;False
potsdamer chaussee 61a, 14109 berlin;Parkplatz, Potsdamer Ch 61A, 14109 Berlin, Deutschland;OK;False
philippstrasse 13 - haus 16, 10115 berlin;Philippstraße 13/Haus 16, 10115 Berlin, Deutschland;OK;False
philippstrasse 13 haus 16, 10115 berlin;Philippstraße 13/Haus 16, 10115 Berlin, Deutschland;OK;False
rungiusstrasse 94, 12347 berlin;Rungiusstraße 94, 12347 Berlin-Bezirk Neukölln, Deutschland;OK;False
waldenserstrasse 20/21, 10551 berlin;Waldenserstraße 20, 10551 Berlin, Deutschland;OK;False
waldenser strasse 20/21, 10551 berlin;Waldenserstraße 20, 10551 Berlin, Deutschland;OK;False
kurfürstenstrasse 53, 10785 berlin;Kurfürstenstraße 53, 10785 Berlin, Deutschland;OK;False
kurfürstenstrasse 53 , 10785 berlin;Kurfürstenstraße 53, 10785 Berlin, Deutschland;OK;False
schlesische strasse 27 b, 10997 berlin;Schlesische Str. 27b, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
zeppelinstrasse 88, 12459 berlin;Zeppelinstraße 88, 12459 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
heideläuferweg 11-13, 12353 berlin;Heideläuferweg 11, 12353 Berlin-Bezirk Neukölln, Deutschland;OK;False
heideläufer weg 11-13, 12353 berlin;Heideläuferweg 11, 12353 Berlin-Bezirk Neukölln, Deutschland;OK;False
nestorstrasse 20, 10709 berlin;Nestorstraße 20, 10709 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
löwensteinring 22, 12353 berlin;Löwensteinring 22, 12353 Berlin-Bezirk Neukölln, Deutschland;OK;False
löwensteinring 22 a, 12353 berlin;Löwensteinring 22A, 12353 Berlin, Deutschland;OK;False
löwensteinring 22 , 12353 berlin;Löwensteinring 22, 12353 Berlin-Bezirk Neukölln, Deutschland;OK;False
bismarckstrasse 66 b, 14109 berlin;Bismarckstraße 66b, 14109 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
odernheimer strasse 28, 12559 berlin;Odernheimer Str. 28, 12559 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
adalbertstrasse 23b, 10997 berlin;Adalbertstraße 23B, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
kochstrasse 26, 10969 berlin;Kochstraße 26, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
götelstrasse 132-140, 13595 berlin;Götelstraße 132-140, 13595 Berlin-Bezirk Spandau, Deutschland;OK;False
metropolitan park 70, 13591 berlin;Metropolitan Park 70, 13591 Berlin-Bezirk Spandau, Deutschland;OK;False
harzerstrasse 3, 12059 berlin;Harzer Str. 3, 12059 Berlin-Bezirk Neukölln, Deutschland;OK;False
dresdener strasse 12, 10999 berlin;Dresdener Str. 12, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
lipschitzalee 77, 12353 berlin;Lipschitzallee 77, 12353 Berlin, Deutschland;OK;False
lipschitzallee 77, 12353 berlin;Lipschitzallee 77, 12353 Berlin, Deutschland;OK;False
linienstrasse 40, 10119 berlin;L40, Linienstraße 40, 10119 Berlin, Deutschland;OK;False
lückstrasse 72 / 73, 10317 berlin;Lückstraße 72/73, 10317 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
bismarckstrasse 66b, 14109 berlin;Bismarckstraße 66b, 14109 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
reichenbergerstrasse 90, 10999 berlin;Reichenberger Str. 90, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
saarower weg 12 a, 12589 berlin;Wilhelm-Fahle-Sportstadion, Saarower Weg 12a, 12589 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
saarower weg 12a, 12589 berlin;Wilhelm-Fahle-Sportstadion, Saarower Weg 12a, 12589 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
dieffenbachstrasse 33, 10967 berlin;Dieffenbachstraße 33, 10967 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
c/o monika fischaleck, dieffenbachstrasse 33, 10967 berlin;Dieffenbachstraße 33, 10967 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;True
sommerfelder strasse 5-7, 13509 berlin;Sommerfelder Str. 5, 13509 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
hatzfeldallee 2-4, 13509 berlin;Hatzfeldtallee 2-4, 13509 Berlin, Deutschland;OK;False
dreilindenstrasse 49, 14109 berlin;Dreilindenstraße 49, 14109 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
märkische spitze 19, 12681 berlin;Märkische Spitze 19, 12681 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
flottenstrasse 14 - 20, 13407 berlin;Flottenstraße 14/20, 13407 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
uhlandstrasse 120, 10717 berlin;Uhlandstraße 120, 10717 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
marzahner strasse 17, h 2, 13053 berlin;Marzahner Str. 17/h 2, 13053 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
sewanstrasse 43, 10319 berlin;Sewanstraße 43, 10319 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
marzahner strasse 17, 13053 berlin;Marzahner Str. 17, 13053 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
lindenstrasse 41, 12555 berlin;Lindenstraße 41, 12555 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
gubener strasse 47 , 10243 berlin;Gubener Str. 47, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
grenzallee 53, 12057 berlin;Grenzallee 53, 12057 Berlin-Bezirk Neukölln, Deutschland;OK;False
berliner allee 59/61, 13088 berlin;Berliner Allee 59/61, 13088 Berlin, Deutschland;OK;False
dorfstrasse 13, 13597 berlin;Dorfstraße 13, 13597 Berlin-Bezirk Spandau, Deutschland;OK;False
ullsteinstrasse 156, 12105 berlin;Ullsteinstraße 156, 12105 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
badstrasse 35, 13357 berlin;Badstraße 35, 13357 Berlin, Deutschland;OK;False
friedrichstrasse 50, 10117 berlin;Friedrichstraße 50, 10117 Berlin, Deutschland;OK;False
yorckstrasse 48, 10965 berlin;Yorckstraße 48, 10965 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
torstrasse 6, 10119 berlin;Torstraße 6, 10119 Berlin, Deutschland;OK;False
sickingenstrasse 53, 10553 berlin;Sickingenstraße 53, 10553 Berlin, Deutschland;OK;False
jupiterstrasse 10, 13405 berlin;Jupiterstraße 10, 13405 Berlin, Deutschland;OK;False
königin-elisabeth-strasse 41, 14059 berlin;Königin-Elisabeth-Straße 41, 14059 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
kollwitzstrasse 89, 10435 berlin;Kollwitzstraße 89, 10435 Berlin-Bezirk Pankow, Deutschland;OK;False
marienstrasse 19/20, 10117 berlin;Marienstraße 19 – 20, 10117 Berlin, Deutschland;OK;False
skalitzer strasse 33b, 10999 berlin;Skalitzer Str. 33b, 10999 Berlin, Deutschland;OK;False
skalitzer strasse 33 b, 10999 berlin;Skalitzer Str. 33b, 10999 Berlin, Deutschland;OK;False
kuhnertstrasse17, 13595 berlin;Kuhnertstraße 17, 13595 Berlin, Deutschland;OK;True
,;Deutschland;OK;False
engeldamm 28, 10179 berlin;Engeldamm 28, 10179 Berlin, Deutschland;OK;False
ebersdorfer strasse 115, 13581 berlin;Ebersdorfer Str. 115, 13581 Berlin-Bezirk Spandau, Deutschland;OK;False
havelchaussee 115, 14055 berlin;Havelchaussee 115, 14055 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
kladower damm 37, 14089 berlin;Kladower Damm 37, 14089 Berlin-Bezirk Spandau, Deutschland;OK;False
müggelseedamm 121, 12587 berlin;Müggelseedamm 121, 12587 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
isarstrasse 11, 12053 berlin;Isarstraße 11, 12053 Berlin-Bezirk Neukölln, Deutschland;OK;False
uhlandstrasse 122a, 10717 berlin;Uhlandstraße 122 A, 10717 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
südkreuzateliers werner-voss-damm 62, 12101 berlin;Werner-Voß-Damm 62, 12101 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
grossbeerenstrasse 30, 10965 berlin;Großbeerenstraße 30, 10965 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
ostender strasse 25b, 13353 berlin;Ostender Str. 25B, 13353 Berlin, Deutschland;OK;False
ruppiner-see-strasse 47, 13599 berlin;Ruppiner-See-Straße 47, 13599 Berlin-Bezirk Spandau, Deutschland;OK;False
schönhauser allee 149, 10435 berlin;Schönhauser Allee 149, 10435 Berlin-Bezirk Pankow, Deutschland;OK;False
fehrbelliner strasse. 14, 13585 berlin;Fehrbelliner Str. 14, 13585 Berlin-Bezirk Spandau, Deutschland;OK;False
potsdamer strasse 47, 14163 berlin;Potsdamer Str. 47, 14163 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
hardenbergstrasse 7, 10623 berlin;Hardenbergstraße 7, 10623 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
axel-springer-strasse 42 , 10969 berlin;Axel-Springer-Straße 42, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
gsg-hof geneststrasse 5, eingang reichartstrasse 2, 10829 berlin;Geneststraße 5, 10829 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;True
axel-springer-strasse 42, 10969 berlin;Axel-Springer-Straße 42, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
köpenicker strasse 9 b, 10997 berlin;Köpenicker Str. 9B, 10997 Berlin, Deutschland;OK;False
köpenicker strasse 9b, 10997 berlin;Köpenicker Str. 9B, 10997 Berlin, Deutschland;OK;False
neuhausweg 7, 13583 berlin;Neuhausweg 7, 13583 Berlin-Bezirk Spandau, Deutschland;OK;False
lüneburger strasse 2, 10557 berlin;Lüneburger Str. 2, 10557 Berlin, Deutschland;OK;False
bernburger strasse 24/25, 10963 berlin;Bernburger Str. 24–25, 10963 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
lützowstrasse 68, 10785 berlin;Lützowstraße 68, 10785 Berlin, Deutschland;OK;False
mehringplatz 9, 10969 berlin;Mehringpl. 9, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
mariendorfer weg 7, 12051 berlin;Mariendorfer Weg 7, 12051 Berlin-Bezirk Neukölln, Deutschland;OK;False
hanne nüte 43, 10969 berlin;Hanne Nüte 43, 12359 Berlin-Bezirk Neukölln, Deutschland;OK;False
hanne nüte 43, 12359 berlin;Hanne Nüte 43, 12359 Berlin-Bezirk Neukölln, Deutschland;OK;False
hanne nüte 47, 12359 berlin;Hanne Nüte 47, 12359 Berlin-Bezirk Neukölln, Deutschland;OK;False
stolzingstrasse 44a, 13465 berlin;Stolzingstraße 44A, 13465 Berlin, Deutschland;OK;False
ilmenauer strasse 4, 14193 berlin;Ilmenauer Str. 4, 14193 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
moellendorffstrasse 43, 10367 berlin;Möllendorffstraße 43, 10367 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
knobelsdorffstrasse 15, 14059 berlin;Knobelsdorffstraße 15, 14059 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
monbijouplatz 3, 10178 berlin;Monbijoupl. 3, 10178 Berlin, Deutschland;OK;False
jägerstrasse 23, 10117 berlin;Jägerstraße 23, 10117 Berlin, Deutschland;OK;False
ebereschenallee, 14050 berlin;Ebereschenallee, 14050 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
ebereschenallee 48, 14050 berlin;Ebereschenallee 48, 14050 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
am flachsbach 19, 52223 stolberg;Am Flachsbach 19, 52223 Stolberg (Rheinland)-Büsbach, Deutschland;OK;False
wollankstrasse 61 d, 13359 berlin;Wollankstraße 61, 13359 Berlin, Deutschland;OK;False
walderseestrasse 30, 13407 berlin;Walderseestraße 30, 13407 Berlin, Deutschland;OK;False
kastanienallee 40, 10119 berlin;Kastanienallee 40, 10119 Berlin, Deutschland;OK;False
friedrichshagener strasse 42, 12555 berlin;Friedrichshagener Str. 42, 12555 Berlin, Deutschland;OK;False
behrenstrasse 18, 10117 berlin;Behrenstraße 18, 10117 Berlin, Deutschland;OK;False
ludwig-boltzmann-strasse 1, 12489 berlin;Ludwig-Boltzmann-Straße 1, 12489 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
c/o dr. max barkhausen, winterfeldtstrasse 25, 10781 berlin;Winterfeldtstraße 25, 10781 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;True
winterfeldtstrasse 25,, 10781 berlin;Winterfeldtstraße 25, 10781 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
pintschstrasse 14, 10249 berlin;Pintschstraße 14, 10249 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
wittenberger strasse 67, 12689 berlin;Wittenberger Str. 67, 12689 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
belziger strasse 71, 10823 berlin;Belziger Str. 71, 10823 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
belzigerstrasse 71, 10823 berlin;Belziger Str. 71, 10823 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
sachsendamm 66-69, 10829 berlin;Sachsendamm 66, 10829 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
sachsendamm 67, 10829 berlin;Sachsendamm 67, 10829 Berlin, Deutschland;OK;False
lüderitzstrasse 48 b, 13351 berlin;Cornelius-Fredericks-Str. 48 B, 13351 Berlin, Deutschland;OK;False
lüderitzstrasse 48b, 13351 berlin;Cornelius-Fredericks-Str. 48 B, 13351 Berlin, Deutschland;OK;False
c/o ack 360 , ackerstrasse 76, 13355 berlin;Fachbereich Bionik und Evolutionstechnik, Ackerstraße 76/360, 13355 Berlin, Deutschland;OK;True
donaustrasse 83, 12053 berlin;Donaustraße 83, 12043 Berlin-Bezirk Neukölln, Deutschland;OK;False
donaustasse. 83, 12043 berlin;Donaustraße 83, 12043 Berlin-Bezirk Neukölln, Deutschland;OK;False
stromstrasse 47, 10551 berlin;Stromstraße 47, 10551 Berlin, Deutschland;OK;False
heerstrasse 12 - 14, 14052 berlin;Heerstraße 12/14, 14052 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
caspar-theyss-strasse 34, 14193 berlin;Caspar-Theyß-Straße 34, 14193 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
wönnichstrasse 68-70, 10317 berlin;Wönnichstraße 68 - 70, 10317 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
weserstrasse 40, 10247 berlin;Weserstraße 40, 10247 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
warschauer strasse 39-40, 10243 berlin;Warschauer Str. 39-40, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
warschauer strasse 39/40, 10243 berlin;Warschauer Str. 39-40, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
segelfliegerdamm 95, 12487 berlin;Segelfliegerdamm 95, 12487 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
dominicusstrasse 32, 10827 berlin;Dominicusstraße 32, 10827 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
boxhagener strasse 19, 12489 berlin;Boxhagener Str. 19, 10245 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
skalitzer strasse 80, 10997 berlin;Skalitzer Str. 80, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
aroser allee 72-76, 13407 berlin;Aroser Allee 72-76, 13407 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
aroser allee 72 - 76, 13407 berlin;Aroser Allee 72/76, 13407 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
flottwellstrasse 16, 10785 berlin;Flottwellstraße 16, 10785 Berlin, Deutschland;OK;False
invalidenstrasse 91, 10115 berlin;Invalidenstraße 91, 10115 Berlin, Deutschland;OK;False
kopernikusstrasse 4, 10243 berlin;Kopernikusstraße 4, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
nordlichtstrasse 48/50, 13405 berlin;Nordlichtstraße 48/50, 13405 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
reichenberger strasse 125, 10999 berlin;Reichenberger Str. 125, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
hedemannstrasse 14, 10969 berlin;Hedemannstraße 14, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
allerstrasse 37, c/o pontalti, 12094 berlin;Allerstraße 37/c o, 12049 Berlin-Bezirk Neukölln, Deutschland;OK;True
voiyal gmbh, c/o pontalti, allerstrasse 37, 12049 berlin;Allerstraße 37, 12049 Berlin-Bezirk Neukölln, Deutschland;OK;True
machnower strasse 71, 14165 berlin;Machnower Str. 71, 14165 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
düsseldorfer strasse 4, 10719 berlin;Düsseldorfer Str. 4, 10719 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
josef-orlopp-strasse 52, 10365 berlin;Josef-Orlopp-Straße 52, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
kurt-schumacher-damm 41, 13405 berlin;Kurt-Schumacher-Damm 41, 13405 Berlin, Deutschland;OK;False
storkower strassa 111, 10407 berlin;Storkower Str. 111, 10407 Berlin-Bezirk Pankow, Deutschland;OK;False
storkower strasse 111 , 10407 berlin;Storkower Str. 111, 10407 Berlin-Bezirk Pankow, Deutschland;OK;False
alter schönefelder weg 20, 12524 berlin;Sportplatz Alter Schönefelder Weg, Alter Schönefelder Weg 20, 12524 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
greifswalder strasse 49, 10405 berlin;Greifswalder Str. 49, 10405 Berlin-Bezirk Pankow, Deutschland;OK;False
ahrenhooper strasse 69, 13051 berlin;Ahrenshooper Str. 69, 13051 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
ahrenshopper strasse 59, 13051 berlin;Ahrenshooper Str. 59, 13051 Berlin, Deutschland;OK;False
weimarer strasse 6, 10625 berlin;Weimarer Str. 6, 10625 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
bahnhofstrasse 7, 14624 dallgow;Bahnhofstraße 7, 14624 Dallgow-Döberitz, Deutschland;OK;False
falstaffweg 53, 13593 berlin;Falstaffweg 53, 13593 Berlin-Bezirk Spandau, Deutschland;OK;False
jessnerstrasse 49, 10247 berlin;Jessnerstraße 49, 10247 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
dorfstrasse 12, 15366 hoppegarten;Dorfstraße 12, 15366 Hoppegarten-Hönow, Deutschland;OK;False
drakestrasse 33a, 12205 berlin;Drakestraße 33A, 12205 Berlin, Deutschland;OK;False
hochstrasse 7a, 13357 berlin;Hochstraße 7A, 13357 Berlin, Deutschland;OK;False
spindelstrasse 7, 33604 bielefeld;Spindelstraße 7, 33604 Bielefeld, Deutschland;OK;False
kienitzer strasse 101, 12049 berlin;Kienitzer Str. 101, 12049 Berlin-Bezirk Neukölln, Deutschland;OK;False
budapester strasse 38 - 50, 10787 berlin;Budapester Str. 38/50, 10787 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
martin-luther-strasse 56, 10779 berlin;Martin-Luther-Str. 56, 10779 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
martin-luther-strasse 56 , 10779 berlin;Martin-Luther-Str. 56, 10779 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
florian- geyer- strasse 84, 12489 berlin;Florian-Geyer-Straße 84, 12489 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
eichenallee 35, 14050 berlin;Eichenallee 35, 14050 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
elsenstrasse 82, 12059 berlin;Elsenstraße 82, 12059 Berlin-Bezirk Neukölln, Deutschland;OK;False
kollwitzstrasse 76, 10435 berlin;Kollwitzstraße 76, 10435 Berlin, Deutschland;OK;False
alt-moabit 108 a, 10559 berlin;Alt-Moabit 108A, 10559 Berlin, Deutschland;OK;False
akeleiweg 54b, 12487 berlin;Akeleiweg 54B, 12487 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
kraetkestrasse 11, 10315 berlin;Kraetkestraße 11, 10315 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
emser strasse 122, 12051 berlin;Emser Str. 122, 12051 Berlin-Bezirk Neukölln, Deutschland;OK;False
emser strasse 18, 10719 berlin;Emser Str. 18, 10719 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
badenallee 1, 14052 berlin;Badenallee 1, 14052 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
fuggerstrasse 20, 10777 berlin;Fuggerstraße 20, 10777 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
